time, episodes, frames, mean-epr, run-loss
07h-18m-45s, 26358, 25020000, 95.30, 6.40
07h-18m-58s, 26364, 25030000, 96.71, 8.12
07h-19m-11s, 26366, 25040000, 96.32, 6.91
07h-19m-24s, 26375, 25050000, 97.98, 8.14
07h-19m-36s, 26384, 25060000, 94.90, 5.17
07h-20m-00s, 26392, 25080000, 93.48, 4.64
07h-20m-13s, 26398, 25090000, 92.24, 4.51
07h-20m-14s, 26398, 25090000, 92.24, 4.51
07h-20m-26s, 26400, 25100000, 93.54, 6.79
07h-20m-38s, 26407, 25110000, 94.04, 7.24
07h-20m-51s, 26417, 25120000, 93.16, 6.07
07h-21m-04s, 26421, 25130000, 93.52, 6.54
07h-21m-16s, 26427, 25140000, 94.01, 7.05
07h-21m-29s, 26428, 25150000, 94.13, 7.01
07h-21m-42s, 26430, 25160000, 93.49, 5.42
07h-21m-55s, 26442, 25170000, 92.83, 4.27
07h-22m-07s, 26446, 25180000, 92.30, 3.47
07h-22m-20s, 26452, 25190000, 92.86, 3.35
07h-22m-32s, 26457, 25200000, 94.45, 5.60
07h-22m-44s, 26462, 25210000, 94.48, 6.42
07h-22m-58s, 26471, 25220000, 93.45, 5.18
07h-23m-09s, 26474, 25230000, 93.75, 4.79
07h-23m-22s, 26480, 25240000, 94.25, 6.88
07h-23m-35s, 26486, 25250000, 95.13, 6.13
07h-23m-47s, 26490, 25260000, 96.90, 8.38
07h-23m-59s, 26496, 25270000, 96.19, 7.16
07h-24m-12s, 26500, 25280000, 95.09, 5.55
07h-24m-24s, 26505, 25290000, 95.52, 6.02
07h-24m-37s, 26513, 25300000, 94.04, 4.79
07h-24m-50s, 26517, 25310000, 94.75, 5.57
07h-25m-02s, 26521, 25320000, 94.89, 4.93
07h-25m-15s, 26525, 25330000, 97.56, 8.38
07h-25m-27s, 26534, 25340000, 100.00, 11.06
07h-25m-39s, 26537, 25350000, 98.99, 9.64
07h-25m-51s, 26543, 25360000, 98.10, 7.65
07h-26m-03s, 26548, 25370000, 98.93, 6.88
07h-26m-16s, 26554, 25380000, 98.30, 5.34
07h-26m-28s, 26557, 25390000, 97.48, 4.82
07h-26m-40s, 26563, 25400000, 98.78, 7.66
07h-26m-53s, 26571, 25410000, 98.15, 6.16
07h-27m-18s, 26584, 25430000, 102.23, 12.28
07h-27m-29s, 26587, 25440000, 101.68, 11.04
07h-27m-41s, 26591, 25450000, 100.01, 9.15
07h-27m-53s, 26597, 25460000, 98.22, 7.85
07h-28m-18s, 26609, 25480000, 98.59, 7.28
07h-28m-31s, 26614, 25490000, 98.22, 5.86
07h-28m-43s, 26618, 25500000, 97.72, 6.14
07h-28m-55s, 26623, 25510000, 97.69, 4.54
07h-29m-06s, 26630, 25520000, 95.81, 2.90
07h-29m-19s, 26638, 25530000, 96.20, 4.39
07h-29m-31s, 26640, 25540000, 97.40, 6.69
07h-29m-43s, 26647, 25550000, 95.82, 5.10
07h-29m-55s, 26648, 25560000, 95.79, 4.98
07h-30m-08s, 26657, 25570000, 94.50, 2.43
07h-30m-20s, 26664, 25580000, 94.25, 3.24
07h-30m-32s, 26667, 25590000, 97.15, 9.25
07h-30m-44s, 26671, 25600000, 97.03, 7.87
07h-30m-56s, 26680, 25610000, 95.22, 6.57
07h-31m-08s, 26682, 25620000, 94.84, 5.89
07h-31m-21s, 26691, 25630000, 92.65, 3.99
07h-31m-33s, 26695, 25640000, 94.24, 6.17
07h-31m-44s, 26700, 25650000, 93.66, 6.04
07h-31m-57s, 26703, 25660000, 93.57, 5.78
07h-32m-10s, 26713, 25670000, 92.29, 3.96
07h-32m-21s, 26720, 25680000, 92.23, 3.07
07h-32m-33s, 26723, 25690000, 91.76, 2.66
07h-32m-47s, 26725, 25700000, 91.55, 2.16
07h-32m-59s, 26730, 25710000, 90.79, 1.01
07h-33m-11s, 26736, 25720000, 90.88, 1.17
07h-33m-23s, 26747, 25730000, 91.90, 2.32
07h-33m-35s, 26752, 25740000, 93.08, 2.85
07h-33m-47s, 26755, 25750000, 92.88, 1.55
07h-33m-59s, 26758, 25760000, 91.94, 0.46
07h-34m-11s, 26761, 25770000, 92.20, 0.83
07h-34m-24s, 26768, 25780000, 91.03, -0.37
07h-34m-37s, 26778, 25790000, 91.45, 0.38
07h-35m-00s, 26787, 25810000, 92.84, 3.16
07h-35m-14s, 26791, 25820000, 91.97, 1.50
07h-35m-25s, 26793, 25830000, 92.67, 2.98
07h-35m-38s, 26800, 25840000, 94.58, 5.36
07h-35m-50s, 26807, 25850000, 95.82, 6.63
07h-36m-01s, 26817, 25860000, 95.92, 6.77
07h-36m-14s, 26817, 25870000, 95.92, 6.77
07h-36m-28s, 26820, 25880000, 95.34, 5.38
07h-36m-39s, 26826, 25890000, 94.06, 4.27
07h-36m-51s, 26833, 25900000, 96.88, 6.49
07h-37m-04s, 26841, 25910000, 97.02, 5.09
07h-37m-15s, 26846, 25920000, 99.61, 8.75
07h-37m-28s, 26850, 25930000, 100.11, 7.66
07h-37m-40s, 26855, 25940000, 98.81, 6.49
07h-37m-53s, 26864, 25950000, 96.89, 4.82
07h-38m-06s, 26869, 25960000, 97.71, 5.18
07h-38m-17s, 26872, 25970000, 98.17, 5.76
07h-38m-31s, 26876, 25980000, 100.25, 10.40
07h-38m-42s, 26880, 25990000, 101.29, 11.61
07h-38m-56s, 26887, 26000000, 101.88, 10.57
07h-39m-08s, 26893, 26010000, 103.21, 11.20
07h-39m-20s, 26899, 26020000, 103.38, 10.42
07h-39m-32s, 26905, 26030000, 101.06, 8.41
07h-39m-44s, 26907, 26040000, 101.01, 8.24
07h-39m-56s, 26911, 26050000, 100.58, 7.26
07h-40m-09s, 26918, 26060000, 101.13, 6.18
07h-40m-21s, 26923, 26070000, 101.31, 6.96
07h-40m-33s, 26930, 26080000, 101.93, 6.80
07h-40m-46s, 26934, 26090000, 102.09, 6.46
07h-40m-58s, 26938, 26100000, 103.51, 6.91
07h-41m-10s, 26946, 26110000, 104.40, 7.81
07h-41m-24s, 26952, 26120000, 103.26, 6.82
07h-41m-35s, 26956, 26130000, 102.61, 4.91
07h-41m-48s, 26958, 26140000, 103.50, 5.45
07h-41m-59s, 26964, 26150000, 101.92, 4.21
07h-42m-13s, 26971, 26160000, 104.15, 7.00
07h-42m-13s, 26971, 26160000, 104.15, 7.00
07h-42m-24s, 26979, 26170000, 103.27, 6.31
07h-42m-37s, 26983, 26180000, 104.41, 8.14
07h-42m-50s, 26985, 26190000, 105.92, 10.31
07h-43m-02s, 26989, 26200000, 105.57, 9.04
07h-43m-14s, 26995, 26210000, 104.58, 6.27
07h-43m-26s, 27006, 26220000, 103.34, 6.67
07h-43m-40s, 27012, 26230000, 102.07, 5.08
07h-43m-51s, 27015, 26240000, 101.72, 4.68
07h-44m-03s, 27016, 26250000, 103.19, 7.59
07h-44m-15s, 27022, 26260000, 101.19, 5.87
07h-44m-27s, 27029, 26270000, 102.78, 7.71
07h-44m-40s, 27034, 26280000, 101.50, 6.73
07h-44m-53s, 27042, 26290000, 102.49, 8.08
07h-45m-04s, 27046, 26300000, 101.49, 7.03
07h-45m-17s, 27050, 26310000, 101.10, 6.51
07h-45m-30s, 27057, 26320000, 99.44, 6.25
07h-45m-42s, 27065, 26330000, 98.40, 4.23
07h-45m-53s, 27068, 26340000, 100.46, 7.57
07h-46m-06s, 27074, 26350000, 99.92, 7.08
07h-46m-18s, 27077, 26360000, 99.39, 6.08
07h-46m-32s, 27082, 26370000, 99.68, 6.83
07h-46m-43s, 27086, 26380000, 99.36, 6.36
07h-46m-55s, 27095, 26390000, 98.02, 6.61
07h-47m-08s, 27101, 26400000, 101.95, 10.71
07h-47m-21s, 27103, 26410000, 101.65, 9.99
07h-47m-33s, 27109, 26420000, 102.69, 12.26
07h-47m-45s, 27114, 26430000, 101.60, 11.14
07h-47m-57s, 27119, 26440000, 102.26, 13.05
07h-48m-09s, 27126, 26450000, 101.31, 10.23
07h-48m-22s, 27133, 26460000, 102.02, 10.55
07h-48m-34s, 27134, 26470000, 101.47, 10.04
07h-48m-34s, 27134, 26470000, 101.47, 10.04
07h-48m-46s, 27140, 26480000, 102.90, 11.34
07h-48m-58s, 27146, 26490000, 101.59, 9.61
07h-49m-10s, 27152, 26500000, 101.05, 8.12
07h-49m-23s, 27158, 26510000, 104.26, 12.22
07h-49m-36s, 27163, 26520000, 106.51, 15.91
07h-49m-35s, 27163, 26520000, 106.51, 15.91
07h-49m-47s, 27167, 26530000, 106.52, 15.39
07h-49m-59s, 27174, 26540000, 106.23, 15.97
07h-50m-11s, 27178, 26550000, 108.27, 18.35
07h-50m-24s, 27184, 26560000, 105.95, 15.57
07h-50m-36s, 27191, 26570000, 104.29, 13.52
07h-50m-49s, 27194, 26580000, 104.40, 13.84
07h-51m-00s, 27198, 26590000, 103.45, 12.85
07h-51m-13s, 27205, 26600000, 101.17, 9.30
07h-51m-24s, 27211, 26610000, 101.88, 10.58
07h-51m-38s, 27220, 26620000, 101.71, 11.27
07h-51m-50s, 27223, 26630000, 102.25, 12.48
07h-52m-02s, 27228, 26640000, 103.16, 14.83
07h-52m-13s, 27230, 26650000, 103.30, 14.86
07h-52m-27s, 27238, 26660000, 101.12, 11.77
07h-52m-39s, 27244, 26670000, 100.60, 11.40
07h-52m-51s, 27248, 26680000, 99.76, 9.95
07h-53m-05s, 27252, 26690000, 101.36, 11.40
07h-53m-17s, 27255, 26700000, 101.09, 11.02
07h-53m-28s, 27263, 26710000, 100.26, 10.16
07h-53m-40s, 27270, 26720000, 100.50, 9.66
07h-53m-53s, 27275, 26730000, 99.52, 7.84
07h-54m-06s, 27278, 26740000, 99.10, 6.66
07h-54m-18s, 27285, 26750000, 101.66, 7.81
07h-54m-31s, 27289, 26760000, 100.13, 6.54
07h-54m-43s, 27295, 26770000, 98.78, 4.38
07h-54m-55s, 27302, 26780000, 97.19, 2.12
07h-55m-07s, 27307, 26790000, 98.11, 3.85
07h-55m-19s, 27311, 26800000, 97.65, 4.97
07h-55m-32s, 27318, 26810000, 97.20, 5.17
07h-55m-44s, 27321, 26820000, 96.74, 4.16
07h-55m-44s, 27321, 26820000, 96.74, 4.16
07h-55m-56s, 27327, 26830000, 95.40, 2.10
07h-56m-09s, 27334, 26840000, 95.51, 1.19
07h-56m-21s, 27337, 26850000, 95.08, 0.63
07h-56m-34s, 27342, 26860000, 95.01, -0.87
07h-56m-45s, 27349, 26870000, 95.04, 0.48
07h-56m-57s, 27355, 26880000, 94.81, -0.20
07h-57m-11s, 27362, 26890000, 93.87, -1.18
07h-57m-09s, 27362, 26890000, 93.87, -1.18
07h-57m-21s, 27364, 26900000, 92.80, -1.57
07h-57m-33s, 27371, 26910000, 91.59, -2.94
07h-57m-48s, 27375, 26920000, 91.46, -3.07
07h-57m-59s, 27379, 26930000, 91.40, -2.97
07h-58m-12s, 27386, 26940000, 93.07, -0.42
07h-58m-23s, 27391, 26950000, 97.12, 4.90
07h-58m-35s, 27397, 26960000, 99.39, 6.98
07h-58m-47s, 27403, 26970000, 99.12, 6.27
07h-58m-59s, 27406, 26980000, 100.08, 7.75
07h-59m-12s, 27411, 26990000, 100.11, 8.10
07h-59m-24s, 27418, 27000000, 101.15, 10.52
07h-59m-37s, 27422, 27010000, 100.11, 8.58
07h-59m-48s, 27427, 27020000, 101.95, 10.18
08h-00m-00s, 27433, 27030000, 102.29, 8.83
08h-00m-13s, 27438, 27040000, 101.09, 7.79
08h-00m-24s, 27443, 27050000, 100.24, 6.72
08h-00m-38s, 27448, 27060000, 99.19, 5.73
08h-00m-49s, 27453, 27070000, 98.33, 4.57
08h-01m-02s, 27459, 27080000, 101.39, 6.85
08h-01m-13s, 27463, 27090000, 100.69, 6.92
08h-01m-27s, 27471, 27100000, 100.47, 4.90
08h-01m-38s, 27476, 27110000, 99.54, 3.40
08h-01m-50s, 27479, 27120000, 98.90, 2.49
08h-02m-02s, 27484, 27130000, 98.19, 2.62
08h-02m-14s, 27487, 27140000, 99.86, 5.34
08h-02m-28s, 27494, 27150000, 101.36, 5.44
08h-02m-39s, 27499, 27160000, 100.50, 2.68
08h-02m-51s, 27504, 27170000, 99.65, 1.22
08h-03m-03s, 27509, 27180000, 101.17, 1.43
08h-03m-16s, 27516, 27190000, 101.62, 2.40
08h-03m-29s, 27521, 27200000, 100.31, 1.09
08h-03m-40s, 27523, 27210000, 100.13, 1.25
08h-03m-53s, 27530, 27220000, 103.74, 5.39
08h-04m-05s, 27534, 27230000, 103.33, 5.51
08h-04m-17s, 27542, 27240000, 104.85, 2.99
08h-04m-30s, 27546, 27250000, 104.97, 2.27
08h-04m-43s, 27552, 27260000, 103.42, 1.15
08h-04m-55s, 27555, 27270000, 103.06, -0.75
08h-05m-08s, 27563, 27280000, 101.32, -1.68
08h-05m-19s, 27567, 27290000, 100.63, -1.18
08h-05m-32s, 27573, 27300000, 99.25, -1.61
08h-05m-44s, 27578, 27310000, 99.03, -1.73
08h-05m-56s, 27583, 27320000, 99.58, 0.57
08h-06m-08s, 27589, 27330000, 99.55, 1.37
08h-06m-21s, 27593, 27340000, 98.59, 0.41
08h-06m-32s, 27599, 27350000, 99.12, 0.02
08h-06m-46s, 27604, 27360000, 103.44, 6.03
08h-06m-58s, 27608, 27370000, 104.41, 8.40
08h-07m-10s, 27615, 27380000, 103.07, 5.58
08h-07m-22s, 27621, 27390000, 101.93, 4.06
08h-07m-35s, 27624, 27400000, 101.71, 3.07
08h-07m-46s, 27631, 27410000, 102.38, 5.56
08h-07m-59s, 27636, 27420000, 101.52, 4.29
08h-08m-11s, 27641, 27430000, 100.37, 2.73
08h-08m-23s, 27649, 27440000, 98.26, 1.56
08h-08m-36s, 27651, 27450000, 98.02, 1.12
08h-08m-48s, 27657, 27460000, 97.22, 0.11
08h-09m-00s, 27664, 27470000, 96.82, 0.60
08h-09m-13s, 27666, 27480000, 96.99, -0.19
08h-09m-25s, 27671, 27490000, 98.54, 1.76
08h-09m-36s, 27676, 27500000, 100.43, 3.14
08h-09m-49s, 27684, 27510000, 101.86, 7.27
08h-10m-01s, 27687, 27520000, 102.28, 6.40
08h-10m-13s, 27694, 27530000, 103.07, 6.57
08h-10m-26s, 27700, 27540000, 102.58, 6.12
08h-10m-38s, 27702, 27550000, 102.32, 6.01
08h-10m-51s, 27707, 27560000, 101.44, 4.57
08h-11m-02s, 27713, 27570000, 101.12, 4.03
08h-11m-16s, 27718, 27580000, 103.45, 6.63
08h-11m-28s, 27724, 27590000, 104.38, 7.72
08h-11m-40s, 27730, 27600000, 106.29, 9.61
08h-11m-52s, 27734, 27610000, 106.86, 10.20
08h-12m-05s, 27739, 27620000, 105.26, 8.69
08h-12m-16s, 27742, 27630000, 105.80, 7.88
08h-12m-29s, 27751, 27640000, 106.49, 9.30
08h-12m-41s, 27757, 27650000, 107.38, 9.96
08h-12m-53s, 27760, 27660000, 106.13, 8.81
08h-13m-05s, 27766, 27670000, 106.67, 9.36
08h-13m-19s, 27770, 27680000, 107.60, 9.79
08h-13m-30s, 27773, 27690000, 107.44, 10.30
08h-13m-43s, 27783, 27700000, 105.54, 8.45
08h-13m-56s, 27787, 27710000, 105.77, 7.42
08h-14m-07s, 27791, 27720000, 104.96, 5.83
08h-14m-19s, 27795, 27730000, 103.19, 4.35
08h-14m-32s, 27802, 27740000, 103.40, 5.95
08h-14m-44s, 27805, 27750000, 102.57, 5.06
08h-14m-57s, 27812, 27760000, 101.86, 3.05
08h-15m-11s, 27819, 27770000, 102.00, 2.27
08h-15m-23s, 27826, 27780000, 100.01, 0.88
08h-15m-35s, 27829, 27790000, 99.05, 0.67
08h-15m-48s, 27833, 27800000, 98.35, -0.49
08h-16m-01s, 27836, 27810000, 102.16, 5.03
08h-16m-14s, 27843, 27820000, 102.83, 6.35
08h-16m-26s, 27847, 27830000, 104.23, 7.59
08h-16m-38s, 27860, 27840000, 103.34, 6.86
08h-16m-51s, 27861, 27850000, 103.64, 7.17
08h-17m-04s, 27862, 27860000, 103.68, 6.59
08h-17m-17s, 27868, 27870000, 104.78, 8.16
08h-17m-30s, 27873, 27880000, 103.82, 6.29
08h-17m-41s, 27883, 27890000, 101.88, 1.88
08h-17m-55s, 27890, 27900000, 104.37, 4.68
08h-18m-06s, 27894, 27910000, 102.81, 4.11
08h-18m-20s, 27897, 27920000, 102.69, 4.82
08h-18m-33s, 27900, 27930000, 101.19, 3.83
08h-18m-45s, 27907, 27940000, 102.38, 5.51
08h-18m-58s, 27916, 27950000, 101.38, 4.52
08h-19m-11s, 27923, 27960000, 102.25, 6.01
08h-19m-23s, 27924, 27970000, 102.13, 5.50
08h-19m-35s, 27928, 27980000, 101.42, 4.46
08h-19m-49s, 27930, 27990000, 101.72, 4.94
08h-20m-01s, 27940, 28000000, 102.59, 5.53
08h-20m-14s, 27943, 28010000, 102.71, 5.16
08h-20m-26s, 27949, 28020000, 103.41, 5.21
08h-20m-40s, 27954, 28030000, 106.68, 8.76
08h-20m-52s, 27957, 28040000, 105.58, 7.73
08h-21m-05s, 27961, 28050000, 107.10, 9.62
08h-21m-18s, 27968, 28060000, 106.88, 8.42
08h-21m-30s, 27973, 28070000, 108.32, 10.15
08h-21m-43s, 27982, 28080000, 110.83, 11.58
08h-21m-56s, 27986, 28090000, 112.22, 12.60
08h-22m-09s, 27989, 28100000, 112.41, 13.04
08h-22m-21s, 27995, 28110000, 110.38, 10.98
08h-22m-34s, 27999, 28120000, 108.99, 9.97
08h-22m-47s, 28005, 28130000, 107.52, 9.68
08h-23m-00s, 28012, 28140000, 108.87, 11.88
08h-23m-11s, 28016, 28150000, 109.23, 12.84
08h-23m-24s, 28021, 28160000, 108.24, 11.94
08h-23m-39s, 28023, 28170000, 107.90, 11.08
08h-23m-50s, 28028, 28180000, 107.83, 10.47
08h-24m-04s, 28034, 28190000, 110.43, 13.72
08h-24m-29s, 28048, 28210000, 112.53, 14.26
08h-24m-41s, 28053, 28220000, 113.04, 15.05
08h-24m-53s, 28055, 28230000, 112.92, 14.42
08h-25m-07s, 28061, 28240000, 111.33, 13.78
08h-25m-19s, 28071, 28250000, 113.85, 18.81
08h-25m-32s, 28073, 28260000, 113.13, 18.27
08h-25m-45s, 28080, 28270000, 112.26, 16.78
08h-25m-59s, 28084, 28280000, 111.98, 16.74
08h-26m-11s, 28085, 28290000, 111.80, 16.58
08h-26m-23s, 28090, 28300000, 110.25, 13.88
08h-26m-36s, 28099, 28310000, 109.52, 10.90
08h-26m-48s, 28104, 28320000, 115.77, 22.42
08h-27m-01s, 28110, 28330000, 115.26, 21.35
08h-27m-14s, 28113, 28340000, 115.41, 20.59
08h-27m-27s, 28118, 28350000, 115.32, 20.86
08h-27m-27s, 28118, 28350000, 115.32, 20.86
08h-27m-40s, 28121, 28360000, 113.98, 19.72
08h-27m-52s, 28129, 28370000, 113.96, 17.85
08h-28m-05s, 28134, 28380000, 114.86, 18.27
08h-28m-17s, 28140, 28390000, 113.37, 16.37
08h-28m-30s, 28148, 28400000, 111.89, 15.23
08h-28m-44s, 28150, 28410000, 111.59, 14.27
08h-28m-57s, 28158, 28420000, 107.89, 11.50
08h-29m-10s, 28163, 28430000, 107.84, 13.84
08h-29m-23s, 28168, 28440000, 108.64, 14.12
08h-29m-34s, 28173, 28450000, 108.52, 16.36
08h-29m-47s, 28178, 28460000, 107.68, 15.24
08h-30m-00s, 28185, 28470000, 108.04, 15.52
08h-30m-25s, 28197, 28490000, 104.66, 11.67
08h-30m-38s, 28200, 28500000, 105.91, 13.50
08h-30m-50s, 28203, 28510000, 106.72, 14.44
08h-31m-03s, 28209, 28520000, 109.61, 17.77
08h-31m-16s, 28215, 28530000, 108.04, 15.61
08h-31m-29s, 28224, 28540000, 107.26, 13.06
08h-31m-40s, 28225, 28550000, 107.67, 12.70
08h-31m-54s, 28230, 28560000, 108.56, 13.07
08h-32m-06s, 28238, 28570000, 107.81, 13.86
08h-32m-20s, 28244, 28580000, 108.58, 17.48
08h-32m-31s, 28249, 28590000, 108.39, 18.48
08h-32m-44s, 28253, 28600000, 109.61, 19.88
08h-32m-56s, 28258, 28610000, 108.87, 18.80
08h-33m-09s, 28265, 28620000, 106.95, 16.77
08h-33m-21s, 28267, 28630000, 106.22, 16.48
08h-33m-34s, 28274, 28640000, 104.58, 14.27
08h-33m-47s, 28281, 28650000, 106.71, 15.85
08h-33m-59s, 28284, 28660000, 106.07, 15.12
08h-34m-12s, 28294, 28670000, 103.40, 12.23
08h-34m-24s, 28298, 28680000, 103.22, 10.76
08h-34m-37s, 28301, 28690000, 102.57, 10.66
08h-34m-50s, 28306, 28700000, 101.94, 9.87
08h-35m-03s, 28313, 28710000, 100.20, 7.27
08h-35m-16s, 28315, 28720000, 101.46, 9.94
08h-35m-28s, 28319, 28730000, 102.82, 9.12
08h-35m-41s, 28327, 28740000, 105.61, 14.42
08h-35m-54s, 28335, 28750000, 107.04, 14.59
08h-36m-07s, 28339, 28760000, 108.43, 14.57
08h-36m-19s, 28343, 28770000, 107.73, 13.70
08h-36m-32s, 28349, 28780000, 107.30, 13.96
08h-36m-44s, 28352, 28790000, 107.56, 15.33
08h-36m-57s, 28357, 28800000, 106.95, 13.72
08h-37m-10s, 28365, 28810000, 108.55, 12.72
08h-37m-22s, 28372, 28820000, 108.34, 13.70
08h-37m-35s, 28376, 28830000, 108.84, 15.18
08h-37m-48s, 28379, 28840000, 109.83, 17.47
08h-38m-01s, 28383, 28850000, 109.44, 16.54
08h-38m-13s, 28391, 28860000, 112.94, 22.48
08h-38m-25s, 28396, 28870000, 113.07, 22.15
08h-38m-39s, 28402, 28880000, 114.42, 23.06
08h-38m-51s, 28407, 28890000, 114.54, 22.20
08h-39m-04s, 28408, 28900000, 114.13, 22.06
08h-39m-18s, 28415, 28910000, 115.51, 23.02
08h-39m-29s, 28421, 28920000, 113.68, 21.00
08h-39m-42s, 28425, 28930000, 116.74, 26.02
08h-39m-56s, 28430, 28940000, 117.32, 25.43
08h-40m-08s, 28437, 28950000, 121.77, 31.24
08h-40m-21s, 28441, 28960000, 124.16, 36.13
08h-40m-33s, 28444, 28970000, 122.66, 34.14
08h-40m-45s, 28453, 28980000, 120.10, 29.84
08h-41m-00s, 28458, 28990000, 118.76, 28.90
08h-41m-12s, 28463, 29000000, 118.03, 28.46
08h-41m-24s, 28469, 29010000, 121.98, 34.43
08h-41m-37s, 28474, 29020000, 121.64, 33.77
08h-41m-50s, 28477, 29030000, 120.35, 32.69
08h-42m-02s, 28482, 29040000, 125.41, 39.35
08h-42m-02s, 28482, 29040000, 125.41, 39.35
08h-42m-15s, 28491, 29050000, 127.22, 40.02
08h-42m-27s, 28494, 29060000, 125.56, 38.79
08h-42m-53s, 28508, 29080000, 120.84, 33.55
08h-43m-06s, 28510, 29090000, 119.76, 32.22
08h-43m-18s, 28516, 29100000, 117.45, 28.93
08h-43m-30s, 28522, 29110000, 115.49, 26.14
08h-43m-43s, 28528, 29120000, 115.85, 25.04
08h-43m-56s, 28533, 29130000, 117.38, 28.28
08h-44m-09s, 28536, 29140000, 117.42, 27.57
08h-44m-23s, 28540, 29150000, 117.82, 28.22
08h-44m-36s, 28546, 29160000, 118.14, 28.65
08h-45m-00s, 28559, 29180000, 115.14, 23.79
08h-45m-13s, 28565, 29190000, 117.30, 25.50
08h-45m-26s, 28566, 29200000, 116.76, 24.87
08h-45m-38s, 28574, 29210000, 113.10, 21.67
08h-45m-51s, 28579, 29220000, 114.66, 23.93
08h-46m-04s, 28582, 29230000, 116.59, 26.35
08h-46m-16s, 28587, 29240000, 114.77, 23.95
08h-46m-29s, 28595, 29250000, 114.14, 22.60
08h-46m-42s, 28599, 29260000, 112.92, 21.26
08h-46m-54s, 28604, 29270000, 112.27, 19.85
08h-47m-07s, 28607, 29280000, 111.54, 18.77
08h-47m-19s, 28615, 29290000, 109.41, 17.65
08h-47m-32s, 28620, 29300000, 107.97, 15.88
08h-47m-44s, 28625, 29310000, 107.59, 14.47
08h-47m-57s, 28630, 29320000, 106.49, 13.70
08h-48m-10s, 28637, 29330000, 103.88, 10.83
08h-48m-23s, 28640, 29340000, 102.57, 10.20
08h-48m-48s, 28650, 29360000, 101.61, 8.97
08h-49m-00s, 28652, 29370000, 102.90, 11.33
08h-49m-12s, 28662, 29380000, 103.53, 10.07
08h-49m-25s, 28668, 29390000, 101.68, 7.82
08h-49m-38s, 28674, 29400000, 102.52, 9.77
08h-49m-50s, 28675, 29410000, 102.37, 9.60
08h-50m-03s, 28679, 29420000, 102.02, 8.81
08h-50m-15s, 28684, 29430000, 102.18, 7.55
08h-50m-29s, 28691, 29440000, 101.70, 5.99
08h-50m-40s, 28697, 29450000, 102.77, 6.73
08h-50m-53s, 28704, 29460000, 105.25, 7.82
08h-51m-06s, 28708, 29470000, 105.79, 7.94
08h-51m-18s, 28711, 29480000, 105.24, 7.56
08h-51m-31s, 28716, 29490000, 104.53, 7.47
08h-51m-43s, 28726, 29500000, 104.86, 10.01
08h-51m-55s, 28730, 29510000, 105.71, 11.82
08h-52m-07s, 28736, 29520000, 104.53, 11.16
08h-52m-19s, 28739, 29530000, 104.18, 10.49
08h-52m-31s, 28743, 29540000, 105.41, 11.53
08h-52m-44s, 28748, 29550000, 103.70, 10.20
08h-52m-57s, 28756, 29560000, 102.50, 7.83
08h-53m-08s, 28762, 29570000, 106.87, 14.19
08h-53m-21s, 28765, 29580000, 106.60, 13.87
08h-53m-32s, 28769, 29590000, 105.64, 11.92
08h-53m-44s, 28771, 29600000, 105.64, 11.45
08h-53m-57s, 28778, 29610000, 105.53, 10.27
08h-54m-08s, 28785, 29620000, 107.02, 11.91
08h-54m-21s, 28794, 29630000, 106.40, 11.02
08h-54m-35s, 28800, 29640000, 104.14, 8.35
08h-54m-47s, 28802, 29650000, 104.05, 8.16
08h-54m-57s, 28806, 29660000, 103.52, 8.84
08h-55m-10s, 28811, 29670000, 105.52, 12.96
08h-55m-22s, 28818, 29680000, 103.80, 10.95
08h-55m-34s, 28826, 29690000, 106.55, 13.36
08h-55m-47s, 28830, 29700000, 108.23, 16.32
08h-55m-58s, 28833, 29710000, 109.34, 17.86
08h-56m-10s, 28839, 29720000, 106.75, 15.82
08h-56m-22s, 28847, 29730000, 106.66, 15.87
08h-56m-35s, 28850, 29740000, 106.10, 13.94
08h-56m-47s, 28857, 29750000, 107.73, 14.37
08h-56m-59s, 28861, 29760000, 106.22, 13.67
08h-57m-11s, 28863, 29770000, 105.61, 13.59
08h-57m-23s, 28873, 29780000, 106.13, 14.77
08h-57m-24s, 28873, 29780000, 106.13, 14.77
08h-57m-35s, 28877, 29790000, 105.95, 14.41
08h-57m-46s, 28883, 29800000, 108.38, 16.20
08h-57m-59s, 28890, 29810000, 107.00, 14.05
08h-58m-10s, 28892, 29820000, 106.74, 13.56
08h-58m-23s, 28896, 29830000, 106.45, 12.36
08h-58m-35s, 28901, 29840000, 106.35, 11.61
08h-58m-46s, 28909, 29850000, 107.13, 11.83
08h-58m-58s, 28915, 29860000, 107.56, 11.31
08h-59m-10s, 28919, 29870000, 107.82, 11.28
08h-59m-23s, 28922, 29880000, 106.85, 11.33
08h-59m-35s, 28926, 29890000, 110.63, 16.28
08h-59m-48s, 28931, 29900000, 110.26, 15.19
09h-00m-00s, 28940, 29910000, 111.39, 16.46
09h-00m-11s, 28947, 29920000, 110.31, 13.24
09h-00m-23s, 28949, 29930000, 110.31, 13.03
09h-00m-24s, 28949, 29930000, 110.31, 13.03
09h-00m-35s, 28952, 29940000, 109.62, 11.90
09h-00m-47s, 28959, 29950000, 109.75, 13.41
09h-01m-00s, 28963, 29960000, 109.77, 13.09
09h-01m-11s, 28970, 29970000, 108.16, 11.59
09h-01m-25s, 28974, 29980000, 107.47, 10.17
09h-01m-36s, 28978, 29990000, 110.12, 13.50
